ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,label
-120,-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-86,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,2
-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-80,-74,-101,-86,-120,-120,-120,-120,2
-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-102,-120,2
-120,-120,-93,-72,-83,-120,-88,-120,-120,-120,-120,2
-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-92,-120,-120,-120,-120,-120,2
-120,-120,-88,-75,-76,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-100,-120,-120,-120,-120,2
-89,-120,-120,-120,-120,-95,-120,-120,-120,-120,-120,2
-92,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-80,-120,-80,-120,-89,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,2
-120,-120,-120,-78,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-85,-120,-86,-95,-89,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,2
-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-74,-120,-86,-120,-120,-120,-120,2
-120,-120,-120,-77,-120,-93,-120,-120,-120,-120,-120,2
-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,-120,2
-86,-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,2
-120,-120,-120,-76,-78,-90,-120,-120,-120,-120,-120,2
-91,-120,-83,-120,-120,-120,-82,-120,-120,-97,-120,2
-120,-98,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-97,-120,-120,-120,2
-120,-120,-120,-120,-74,-93,-120,-120,-120,-120,-120,2
-120,-120,-120,-80,-120,-120,-87,-120,-120,-120,-120,2
-89,-95,-94,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-81,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-78,-94,-86,-96,-120,-120,-120,2
-85,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,2
-88,-120,-90,-78,-78,-95,-85,-95,-120,-120,-120,2
-85,-120,-120,-75,-81,-120,-89,-120,-120,-120,-120,2
-120,-120,-89,-120,-120,-93,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-97,-120,-120,-120,2
-120,-120,-91,-75,-75,-87,-95,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-89,-120,-89,-120,2
-90,-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,2
-120,-120,-120,-82,-73,-81,-80,-120,-120,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-85,-90,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,2
-120,-120,-120,-120,-84,-120,-76,-120,-93,-120,-120,2
-120,-120,-94,-87,-120,-88,-120,-120,-120,-120,-120,2
-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,2
-120,-120,-120,-85,-79,-92,-77,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-95,-92,-120,-120,2
-91,-120,-120,-120,-120,-120,-120,-120,-120,-91,-120,2
-120,-120,-120,-120,-120,-88,-120,-97,-120,-120,-120,2
-120,-120,-120,-120,-82,-120,-79,-120,-120,-78,-120,2
-120,-120,-120,-86,-120,-120,-120,-120,-120,-120,-120,2
-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-95,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-91,-120,-120,-74,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-86,-120,-120,-120,-86,-120,2
-120,-120,-120,-120,-120,-120,-120,-94,-120,-120,-120,2
-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-101,-120,-120,-120,-88,-85,-88,-96,-120,-92,-120,2
-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-83,-84,-78,-86,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-86,-120,2
-120,-120,-94,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-88,-77,-70,-120,-120,-120,-90,-120,2
-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,2
-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-120,-120,-120,-82,-82,-120,-120,-91,-120,2
-120,-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-95,-120,-120,-120,-90,-120,-120,-120,2
-120,-120,-120,-91,-120,-76,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-73,-120,-77,-120,-120,-87,-120,2
-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-120,-120,-95,-78,-120,-120,-120,-88,-120,2
-120,-120,-120,-88,-120,-120,-89,-120,-120,-120,-120,2
-96,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-83,-120,2
-120,-120,-120,-120,-73,-82,-81,-120,-120,-120,-120,2
-120,-120,-120,-95,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,2
-120,-120,-120,-120,-120,-80,-84,-120,-120,-91,-120,2
-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-87,-66,-90,-120,-120,-86,-120,2
-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-89,-80,-70,-85,-96,-120,-89,-120,2
-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-92,-82,-81,-87,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-94,-120,-83,-120,2
-120,-120,-120,-120,-87,-77,-120,-120,-120,-83,-120,2
-120,-120,-120,-120,-120,-120,-98,-120,-120,-120,-120,2
-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,-120,2
-120,-120,-120,-120,-120,-72,-85,-93,-120,-86,-120,2
-120,-120,-120,-91,-81,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-89,-91,-73,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-92,-120,-87,-120,2
-120,-120,-120,-120,-120,-120,-85,-120,-120,-120,-120,2
-99,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-86,-120,-120,-120,-120,-81,-120,2
-120,-120,-120,-120,-120,-73,-86,-89,-120,-120,-120,2
-120,-120,-120,-93,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-90,-120,-82,-83,-91,-120,-78,-120,2
-120,-120,-120,-120,-86,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-89,-86,-69,-82,-120,-120,-81,-120,2
-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,2
-99,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-89,-120,-66,-84,-90,-120,-82,-120,2
-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,2
-103,-120,-98,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-88,-87,-78,-120,-120,-120,-81,-120,2
-120,-120,-120,-120,-120,-120,-82,-89,-120,-120,-120,2
-120,-120,-120,-120,-120,-81,-120,-89,-120,-79,-120,2
-120,-120,-120,-120,-89,-120,-79,-120,-120,-120,-120,2
-120,-120,-120,-92,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,2
-120,-120,-120,-120,-86,-74,-85,-91,-120,-120,-120,2
-120,-120,-120,-96,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-87,-86,-120,-120,-85,-120,2
-100,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-90,-120,-120,-120,-89,-120,-120,-120,2
-120,-120,-120,-120,-84,-77,-120,-120,-120,-120,-120,2
-120,-120,-120,-91,-120,-120,-81,-91,-120,-90,-120,2
-120,-120,-120,-120,-80,-120,-120,-90,-120,-90,-120,2
-120,-120,-120,-85,-120,-72,-79,-120,-120,-120,-120,2
-120,-120,-120,-91,-80,-76,-87,-91,-120,-91,-120,2
-120,-120,-120,-120,-120,-76,-77,-120,-120,-120,-120,2
-120,-120,-120,-89,-80,-120,-120,-88,-120,-88,-120,2
-120,-120,-120,-120,-86,-76,-76,-95,-120,-86,-120,2
-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-94,-94,-77,-82,-120,-120,-84,-120,2
-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,-120,2
-120,-120,-120,-120,-85,-81,-85,-120,-120,-120,-120,2
-120,-120,-120,-93,-120,-120,-120,-95,-120,-88,-120,2
-101,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-86,-120,-90,-94,-120,-94,-120,2
-120,-120,-120,-120,-120,-86,-120,-120,-120,-120,-120,2
-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-94,-120,-74,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-91,-120,-120,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-92,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,-120,2
-120,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-96,-120,-73,-120,-120,-120,-87,-120,2
-120,-120,-120,-120,-120,-120,-88,-92,-120,-120,-120,2
-100,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-93,-82,-71,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-91,-90,-120,-87,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-83,-79,-88,-120,-120,-85,-120,2
-120,-120,-120,-92,-120,-120,-120,-120,-120,-120,-120,2
-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,2
-120,-120,-120,-120,-120,-73,-88,-120,-120,-120,-120,2
-120,-120,-120,-120,-90,-120,-120,-120,-120,-93,-120,2
-120,-120,-120,-120,-93,-75,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-88,-93,-120,-120,-120,2
-120,-120,-120,-93,-120,-120,-120,-120,-120,-88,-120,2
-100,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-85,-81,-83,-120,-120,-84,-120,2
-92,-120,-120,-120,-120,-120,-120,-83,-120,-120,-120,2
-120,-120,-120,-93,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-86,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-92,-90,-120,-81,-120,2
-120,-120,-120,-88,-120,-68,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-81,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-73,-120,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-85,-120,-120,-120,-120,2
-120,-120,-120,-92,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-67,-120,-120,-120,-120,-120,2
-100,-120,-120,-120,-82,-120,-87,-120,-120,-87,-120,2
-120,-120,-120,-120,-120,-120,-120,-98,-120,-120,-120,2
-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-76,-87,-120,-120,-99,-120,2
-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,-120,2
-120,-120,-120,-89,-120,-70,-90,-93,-120,-86,-120,2
-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,2
-99,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-96,-120,-120,-73,-83,-92,-120,-81,-120,2
-120,-120,-120,-92,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-78,-120,-120,-120,-83,-120,2
-120,-120,-120,-95,-87,-120,-91,-120,-120,-120,-120,2
-120,-120,-97,-120,-87,-120,-85,-92,-120,-83,-120,2
-120,-120,-120,-120,-120,-70,-120,-120,-120,-120,-120,2
-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-71,-84,-120,-120,-83,-120,2
-120,-120,-120,-91,-87,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-120,-120,-120,-120,-91,-76,-85,-120,-120,-120,-120,2
-120,-120,-120,-91,-120,-120,-120,-93,-120,-78,-120,2
-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-84,-92,-120,-83,-120,2
-120,-120,-120,-120,-120,-75,-120,-120,-120,-120,-120,2
-120,-120,-120,-91,-88,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-94,-120,-70,-79,-120,-120,-93,-120,2
-120,-120,-99,-120,-88,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-87,-65,-84,-120,-120,-86,-120,2
-120,-120,-120,-120,-120,-120,-120,-94,-120,-120,-120,2
-120,-120,-120,-96,-87,-68,-86,-87,-120,-83,-120,2
-120,-120,-120,-89,-84,-77,-87,-120,-120,-83,-120,2
-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,-120,2
-99,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-87,-82,-120,-120,-120,-85,-120,2
-120,-120,-120,-92,-120,-120,-86,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-120,-94,-83,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-70,-89,-92,-120,-88,-120,2
-120,-120,-120,-120,-120,-78,-120,-120,-120,-93,-120,2
-120,-120,-120,-120,-85,-120,-85,-120,-120,-120,-120,2
-120,-120,-120,-92,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,2
-120,-120,-120,-87,-78,-120,-89,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-81,-120,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-120,-120,-120,-75,-120,-120,-97,-81,-120,2
-120,-120,-120,-88,-85,-120,-75,-86,-120,-120,-120,2
-120,-120,-120,-120,-120,-72,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-79,-91,-120,-120,-120,2
-120,-120,-120,-120,-86,-120,-120,-120,-120,-82,-120,2
-120,-120,-120,-94,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-88,-120,-75,-120,-120,-83,-120,2
-120,-120,-120,-95,-120,-69,-120,-86,-120,-120,-120,2
-120,-120,-120,-85,-120,-72,-77,-100,-120,-120,-120,2
-120,-120,-120,-120,-80,-120,-120,-120,-120,-96,-120,2
-120,-120,-120,-120,-78,-73,-90,-120,-120,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-77,-120,2
-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-99,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-88,-76,-70,-82,-120,-120,-80,-120,2
-93,-120,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-120,-120,-120,-120,-120,-72,-77,-103,-120,-120,-120,2
-120,-120,-97,-92,-74,-120,-120,-120,-120,-78,-120,2
-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-84,-75,-120,-120,-120,-120,-120,2
-120,-120,-120,-88,-120,-120,-89,-120,-120,-85,-120,2
-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-87,-73,-86,-96,-120,-120,-120,2
-100,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-84,-120,2
-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,2
-94,-120,-120,-94,-84,-69,-93,-120,-120,-92,-120,2
-120,-120,-93,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-79,-86,-88,-120,-120,-85,-120,2
-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,2
-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-74,-120,-120,-120,-88,-120,2
-94,-120,-120,-95,-71,-120,-84,-120,-120,-120,-120,2
-94,-120,-120,-120,-78,-73,-84,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,2
-120,-120,-120,-92,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-101,-120,-120,-120,2
-120,-120,-120,-120,-69,-75,-120,-120,-120,-85,-120,2
-98,-120,-120,-83,-120,-120,-79,-95,-120,-120,-120,2
-120,-120,-120,-120,-120,-75,-81,-120,-120,-81,-120,2
-120,-120,-120,-87,-70,-120,-120,-120,-120,-120,-120,2
-92,-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-76,-66,-120,-120,-120,-120,-120,2
-94,-120,-120,-94,-120,-120,-83,-120,-120,-94,-120,2
-120,-120,-99,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-69,-120,-120,-120,-120,-78,-120,2
-120,-120,-120,-120,-120,-72,-84,-120,-120,-120,-120,2
-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-85,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-78,-71,-83,-120,-120,-79,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-95,-120,-120,-120,-89,-89,-84,-93,-120,-88,-120,2
-120,-120,-120,-85,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-93,-94,-80,-120,-87,-120,-85,-120,2
-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,2
-120,-120,-120,-120,-84,-78,-86,-120,-120,-120,-120,2
-120,-120,-120,-89,-120,-120,-120,-120,-120,-83,-120,2
-120,-120,-98,-120,-120,-120,-120,-120,-120,-120,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-87,-79,-90,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,2
-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-91,-89,-120,-120,-120,-97,-120,-120,-120,2
-120,-120,-120,-120,-79,-77,-120,-95,-120,-120,-120,2
-120,-120,-90,-90,-120,-120,-82,-120,-120,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-86,-120,2
-120,-120,-120,-120,-79,-77,-86,-97,-120,-120,-120,2
-120,-120,-120,-84,-120,-120,-120,-120,-120,-89,-120,2
-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-91,-84,-78,-77,-84,-94,-120,-88,-120,2
-120,-120,-120,-91,-77,-79,-120,-120,-120,-120,-120,2
-101,-120,-120,-120,-120,-120,-85,-120,-120,-88,-120,2
-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-94,-120,-120,-120,2
-120,-120,-90,-91,-83,-76,-84,-94,-120,-96,-120,2
-120,-120,-120,-120,-78,-78,-120,-95,-120,-120,-120,2
-93,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-81,-120,-120,-95,-120,2
-120,-120,-99,-120,-76,-75,-120,-120,-120,-120,-120,2
-120,-120,-120,-89,-120,-120,-120,-120,-120,-99,-120,2
-93,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,2
-120,-120,-120,-120,-82,-77,-84,-120,-120,-120,-120,2
-120,-120,-120,-92,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-95,-120,-120,-120,-120,-94,-120,-93,-120,2
-120,-120,-120,-120,-74,-84,-87,-120,-120,-120,-120,2
-120,-120,-120,-91,-120,-120,-120,-120,-120,-93,-120,2
-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-84,-120,2
-120,-120,-120,-95,-120,-74,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-91,-120,-94,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-81,-85,-120,-120,-120,-120,2
-120,-120,-120,-120,-89,-120,-120,-120,-120,-91,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-120,-92,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,2
-120,-120,-120,-91,-84,-120,-80,-95,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,2
-95,-120,-120,-87,-90,-73,-120,-92,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-83,-120,2
-120,-120,-97,-120,-120,-120,-90,-120,-120,-120,-120,2
-120,-120,-120,-84,-75,-72,-120,-92,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-84,-120,2
-120,-120,-120,-120,-120,-120,-84,-120,-120,-120,-120,2
-120,-120,-104,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-93,-120,-120,-120,-81,-120,2
-120,-120,-120,-86,-86,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-94,-120,-120,-120,-120,2
-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-76,-73,-120,-120,-120,-120,-120,2
-120,-120,-120,-86,-120,-120,-85,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-98,-120,-97,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,2
-95,-120,-120,-98,-77,-65,-91,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,2
-120,-120,-120,-89,-120,-84,-79,-120,-120,-94,-120,2
-120,-120,-120,-120,-93,-120,-120,-88,-120,-120,-120,2
-120,-120,-120,-120,-120,-81,-83,-120,-120,-91,-120,2
-120,-120,-120,-90,-88,-120,-120,-91,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,2
-120,-120,-120,-120,-91,-67,-91,-88,-120,-120,-120,2
-96,-120,-99,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,2
-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-86,-120,-72,-80,-91,-120,-85,-120,2
-120,-120,-120,-120,-85,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-92,-83,-69,-81,-120,-120,-86,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-98,-120,-120,-91,-87,-77,-100,-91,-120,-78,-120,2
-120,-120,-120,-120,-120,-76,-86,-120,-120,-91,-120,2
-120,-120,-120,-78,-94,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-98,-120,-120,-120,2
-120,-120,-120,-90,-120,-75,-120,-120,-120,-83,-120,2
-120,-120,-120,-120,-91,-120,-75,-120,-120,-120,-120,2
-96,-120,-120,-120,-120,-120,-120,-85,-120,-120,-120,2
-120,-120,-120,-120,-120,-72,-120,-120,-120,-95,-120,2
-120,-120,-120,-120,-77,-120,-88,-97,-120,-120,-120,2
-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-93,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-89,-120,-70,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-84,-120,-92,-120,-120,-85,-120,2
-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-84,-120,2
-120,-120,-120,-120,-85,-65,-94,-120,-120,-120,-120,2
-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,-120,2
-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,2
-120,-120,-90,-89,-67,-120,-85,-120,-120,-93,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-120,-120,-78,-82,-120,-93,-98,-89,-120,2
-120,-120,-120,-120,-120,-120,-78,-120,-120,-120,-120,2
-120,-120,-120,-94,-120,-120,-120,-120,-120,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-82,-87,-120,-83,-120,-120,-95,-120,2
-120,-120,-120,-120,-120,-77,-120,-94,-120,-120,-120,2
-98,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-94,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-83,-74,-86,-93,-88,-120,2
-120,-120,-120,-95,-120,-120,-120,-120,-120,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,2
-120,-120,-94,-77,-79,-75,-74,-120,-120,-91,-120,2
-120,-120,-120,-120,-120,-120,-120,-79,-91,-120,-120,2
-100,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-78,-82,-120,-77,-79,-120,-120,-120,2
-120,-120,-120,-120,-120,-79,-120,-120,-120,-91,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,2
-120,-120,-120,-120,-120,-95,-74,-120,-120,-120,-120,2
-120,-120,-120,-83,-120,-120,-120,-82,-92,-90,-120,2
-120,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,2
-100,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-81,-120,-120,-78,-86,-90,-120,-120,2
